11	3962341	3967341	Region1
11	3967341	3972341	Region2
11	3972341	3977341	Region3
11	3977341	3982341	Region4
11	3982341	3987341	Region5
11	3987341	3992341	Region6
11	3992341	3997341	Region7
11	3997341	4002341	Region8
11	4002341	4007341	Region9
11	4007341	4012341	Region10
11	4012341	4017341	Region11
11	4017341	4022341	Region12
11	4022341	4027341	Region13
11	4027341	4032341	Region14
11	4032341	4037341	Region15
11	4037341	4042341	Region16
11	4042341	4047341	Region17
11	4047341	4052341	Region18
11	4052341	4057341	Region19
11	4057341	4062341	Region20
11	4062341	4067341	Region21
11	4067341	4072341	Region22
11	4072341	4077341	Region23
11	4077341	4082341	Region24
11	4082341	4087341	Region25
11	4087341	4092341	Region26
11	4092341	4097341	Region27
11	4097341	4102341	Region28
11	4102341	4107341	Region29
11	4107341	4112341	Region30
11	4112341	4117341	Region31
11	4117341	4122341	Region32
11	4122341	4127341	Region33
11	4127341	4132341	Region34
11	4132341	4137341	Region35
11	4137341	4142341	Region36
11	4142341	4147341	Region37
11	4147341	4152341	Region38
11	4152341	4157341	Region39
11	4157341	4162341	Region40
