14	7928754	7948754	Region1
14	7948754	7968754	Region2
14	7968754	7988754	Region3
14	7988754	8008754	Region4
14	8008754	8028754	Region5
14	8028754	8048754	Region6
14	8048754	8068754	Region7
14	8068754	8088754	Region8
14	8088754	8108754	Region9
14	8108754	8128754	Region10
14	8128754	8148754	Region11
14	8148754	8168754	Region12
14	8168754	8188754	Region13
14	8188754	8208754	Region14
14	8208754	8228754	Region15
14	8228754	8248754	Region16
14	8248754	8268754	Region17
14	8268754	8288754	Region18
14	8288754	8308754	Region19
14	8308754	8328754	Region20
14	8328754	8348754	Region21
14	8348754	8368754	Region22
14	8368754	8388754	Region23
14	8388754	8408754	Region24
14	8408754	8428754	Region25
14	8428754	8448754	Region26
14	8448754	8468754	Region27
14	8468754	8488754	Region28
14	8488754	8508754	Region29
14	8508754	8528754	Region30
14	8528754	8548754	Region31
14	8548754	8568754	Region32
14	8568754	8588754	Region33
14	8588754	8608754	Region34
14	8608754	8628754	Region35
14	8628754	8648754	Region36
14	8648754	8668754	Region37
14	8668754	8688754	Region38
14	8688754	8708754	Region39
14	8708754	8728754	Region40
