9	123068446	123073446	Region1
9	123073446	123078446	Region2
9	123078446	123083446	Region3
9	123083446	123088446	Region4
9	123088446	123093446	Region5
9	123093446	123098446	Region6
9	123098446	123103446	Region7
9	123103446	123108446	Region8
9	123108446	123113446	Region9
9	123113446	123118446	Region10
9	123118446	123123446	Region11
9	123123446	123128446	Region12
9	123128446	123133446	Region13
9	123133446	123138446	Region14
9	123138446	123143446	Region15
9	123143446	123148446	Region16
9	123148446	123153446	Region17
9	123153446	123158446	Region18
9	123158446	123163446	Region19
9	123163446	123168446	Region20
9	123168446	123173446	Region21
9	123173446	123178446	Region22
9	123178446	123183446	Region23
9	123183446	123188446	Region24
9	123188446	123193446	Region25
9	123193446	123198446	Region26
9	123198446	123203446	Region27
9	123203446	123208446	Region28
9	123208446	123213446	Region29
9	123213446	123218446	Region30
9	123218446	123223446	Region31
9	123223446	123228446	Region32
9	123228446	123233446	Region33
9	123233446	123238446	Region34
9	123238446	123243446	Region35
9	123243446	123248446	Region36
9	123248446	123253446	Region37
9	123253446	123258446	Region38
9	123258446	123263446	Region39
9	123263446	123268446	Region40
