12	7527648	7547648	Region1
12	7547648	7567648	Region2
12	7567648	7587648	Region3
12	7587648	7607648	Region4
12	7607648	7627648	Region5
12	7627648	7647648	Region6
12	7647648	7667648	Region7
12	7667648	7687648	Region8
12	7687648	7707648	Region9
12	7707648	7727648	Region10
12	7727648	7747648	Region11
12	7747648	7767648	Region12
12	7767648	7787648	Region13
12	7787648	7807648	Region14
12	7807648	7827648	Region15
12	7827648	7847648	Region16
12	7847648	7867648	Region17
12	7867648	7887648	Region18
12	7887648	7907648	Region19
12	7907648	7927648	Region20
12	7927648	7947648	Region21
12	7947648	7967648	Region22
12	7967648	7987648	Region23
12	7987648	8007648	Region24
12	8007648	8027648	Region25
12	8027648	8047648	Region26
12	8047648	8067648	Region27
12	8067648	8087648	Region28
12	8087648	8107648	Region29
12	8107648	8127648	Region30
12	8127648	8147648	Region31
12	8147648	8167648	Region32
12	8167648	8187648	Region33
12	8187648	8207648	Region34
12	8207648	8227648	Region35
12	8227648	8247648	Region36
12	8247648	8267648	Region37
12	8267648	8287648	Region38
12	8287648	8307648	Region39
12	8307648	8327648	Region40
