19	46943820	46953820	Region1
19	46953820	46963820	Region2
19	46963820	46973820	Region3
19	46973820	46983820	Region4
19	46983820	46993820	Region5
19	46993820	47003820	Region6
19	47003820	47013820	Region7
19	47013820	47023820	Region8
19	47023820	47033820	Region9
19	47033820	47043820	Region10
19	47043820	47053820	Region11
19	47053820	47063820	Region12
19	47063820	47073820	Region13
19	47073820	47083820	Region14
19	47083820	47093820	Region15
19	47093820	47103820	Region16
19	47103820	47113820	Region17
19	47113820	47123820	Region18
19	47123820	47133820	Region19
19	47133820	47143820	Region20
19	47143820	47153820	Region21
19	47153820	47163820	Region22
19	47163820	47173820	Region23
19	47173820	47183820	Region24
19	47183820	47193820	Region25
19	47193820	47203820	Region26
19	47203820	47213820	Region27
19	47213820	47223820	Region28
19	47223820	47233820	Region29
19	47233820	47243820	Region30
19	47243820	47253820	Region31
19	47253820	47263820	Region32
19	47263820	47273820	Region33
19	47273820	47283820	Region34
19	47283820	47293820	Region35
19	47293820	47303820	Region36
19	47303820	47313820	Region37
19	47313820	47323820	Region38
19	47323820	47333820	Region39
19	47333820	47343820	Region40
